date,country,group,chemical_substance,items_1000,items,actual_cost
2022-06,England,Anxiolytics,Diazepam,43.209,43209.0,76422.67682
2022-06,England,Anxiolytics,Lorazepam,12.39,12390.0,81054.53148
2022-06,England,Anxiolytics,Oxazepam,0.324,324.0,1718.07012
2022-06,England,Anxiolytics,Amobarbital sodium,0.005,5.0,290.19207
2022-06,England,Anxiolytics,Butobarbital,0.002,2.0,18.73475
2022-06,England,Anxiolytics,Secobarbital sodium,0.011,11.0,1316.34025
2022-06,England,Antidepressants,Flupentixol hydrochloride,0.222,222.0,1357.87659
2022-06,England,Antidepressants,Flupentixol decanoate,0.319,319.0,4205.17424
2022-06,England,Antidepressants,Amitriptyline hydrochloride,162.476,162476.0,230307.29822
2022-06,England,Antidepressants,Clomipramine hydrochloride,2.843,2843.0,30829.35143
2022-06,England,Antidepressants,Dosulepin hydrochloride,4.215,4215.0,30895.56647
2022-06,England,Antidepressants,Doxepin,0.157,157.0,29704.51691
2022-06,England,Antidepressants,Imipramine hydrochloride,1.129,1129.0,7734.67127
2022-06,England,Antidepressants,Lofepramine hydrochloride,1.242,1242.0,16611.582
2022-06,England,Antidepressants,Mianserin hydrochloride,0.012,12.0,433.37775
2022-06,England,Antidepressants,Nortriptyline,8.297,8297.0,33169.26461
2022-06,England,Antidepressants,Trazodone hydrochloride,7.54,7540.0,26436.09283
2022-06,England,Antidepressants,Trimipramine maleate,0.177,177.0,61435.66761
2022-06,England,Antidepressants,Isocarboxazid,0.024,24.0,9022.64697
2022-06,England,Antidepressants,Moclobemide,0.073,73.0,2241.50897
2022-06,England,Antidepressants,Phenelzine sulfate,0.078,78.0,48172.95674
2022-06,England,Antidepressants,Tranylcypromine sulfate,0.033,33.0,30310.90877
2022-06,England,Antidepressants,Citalopram hydrobromide,169.023,169023.0,148937.86598
2022-06,England,Antidepressants,Fluoxetine hydrochloride,70.803,70803.0,180734.85109
2022-06,England,Antidepressants,Fluvoxamine maleate,0.258,258.0,5732.99032
2022-06,England,Antidepressants,Paroxetine hydrochloride,13.801,13801.0,34138.54758
2022-06,England,Antidepressants,Sertraline hydrochloride,207.816,207816.0,296183.83771
2022-06,England,Antidepressants,Escitalopram,15.971,15971.0,21972.39304
2022-06,England,Antidepressants,Citalopram hydrochloride,0.82,820.0,7388.55878
2022-06,England,Antidepressants,Vortioxetine,2.867,2867.0,65270.35518
2022-06,England,Antidepressants,Flupentixol hydrochloride,1.591,1591.0,4442.16792
2022-06,England,Antidepressants,Tryptophan,0.003,3.0,451.82047
2022-06,England,Antidepressants,Reboxetine,0.191,191.0,3489.49269
2022-06,England,Antidepressants,Venlafaxine,64.663,64663.0,359287.97613
2022-06,England,Antidepressants,Mirtazapine,97.685,97685.0,113937.52551
2022-06,England,Antidepressants,Duloxetine hydrochloride,28.649,28649.0,69660.86287
2022-06,England,Antidepressants,Agomelatine,0.154,154.0,3732.65083
2022-06,England,Anxiolytics,Promethazine teoclate,0.486,486.0,1375.28885
2022-06,England,Anxiolytics,Clobazam,3.362,3362.0,123231.76343
2022-06,England,Anxiolytics,Pregabalin,82.247,82247.0,211397.56809
2022-06,England,Anxiolytics,Clonazepam,14.006,14006.0,205539.10107
2022-06,England,Anxiolytics,Phenobarbital,1.79,1790.0,31435.81913
2022-06,England,Anxiolytics,Phenobarbital sodium,0.002,2.0,316.9901
2022-06,England,Anxiolytics,Paraldehyde,0.032,32.0,1331.15154
2022-06,England,Anxiolytics,Midazolam maleate,0.204,204.0,29683.77196
2022-06,England,Anxiolytics,Midazolam hydrochloride,0.794,794.0,74326.76782
2022-06,England,Antidepressants,Bupropion hydrochloride,0.791,791.0,26252.86638
2022-06,England,Anxiolytics,Sodium oxybate,0.008,8.0,9179.63616
2022-06,England,Anxiolytics,Melatonin,19.154,19154.0,500292.90525
2022-06,England,Anxiolytics,Chloral hydrate,0.134,134.0,63497.66303
2022-06,England,Anxiolytics,Clomethiazole edisilate,0.001,1.0,30.68737
2022-06,England,Anxiolytics,Clomethiazole,0.064,64.0,1551.45434
2022-06,England,Anxiolytics,Loprazolam mesilate,0.042,42.0,980.73267
2022-06,England,Anxiolytics,Lormetazepam,0.075,75.0,1496.1146
2022-06,England,Anxiolytics,Nitrazepam,2.066,2066.0,28434.06876
2022-06,England,Anxiolytics,Temazepam,5.18,5180.0,25543.10738
2022-06,England,Anxiolytics,Zolpidem tartrate,6.604,6604.0,7697.67804
2022-06,England,Anxiolytics,Zopiclone,44.817,44817.0,29820.7827
2022-06,England,Anxiolytics,Buspirone hydrochloride,0.923,923.0,12901.86048
2022-06,England,Anxiolytics,Chlordiazepoxide hydrochloride,0.28,280.0,1619.60885
2022-06,England,Anxiolytics,Diazepam,36.721,36721.0,59729.47624
2022-06,England,Anxiolytics,Lorazepam,8.283,8283.0,58453.4769
2022-06,England,Anxiolytics,Oxazepam,0.255,255.0,1218.32674
2022-06,England,Anxiolytics,Amobarbital sodium,0.003,3.0,232.24707
2022-06,England,Anxiolytics,Secobarbital sodium,0.012,12.0,2820.22414
2022-06,England,Antidepressants,Flupentixol hydrochloride,0.498,498.0,2442.38499
2022-06,England,Antidepressants,Flupentixol decanoate,0.492,492.0,11671.55102
2022-06,England,Antidepressants,Amitriptyline hydrochloride,108.335,108335.0,145206.39284
2022-06,England,Antidepressants,Clomipramine hydrochloride,1.784,1784.0,23385.83472
2022-06,England,Antidepressants,Dosulepin hydrochloride,2.926,2926.0,22907.71691
2022-06,England,Antidepressants,Doxepin,0.187,187.0,35457.5325
2022-06,England,Antidepressants,Imipramine hydrochloride,0.86,860.0,4978.30724
2022-06,England,Antidepressants,Lofepramine hydrochloride,1.204,1204.0,15939.22427
2022-06,England,Antidepressants,Mianserin hydrochloride,0.008,8.0,489.11831
2022-06,England,Antidepressants,Nortriptyline,7.389,7389.0,26895.24049
2022-06,England,Antidepressants,Trazodone hydrochloride,5.118,5118.0,18281.21074
2022-06,England,Antidepressants,Trimipramine maleate,0.264,264.0,105295.73028
2022-06,England,Antidepressants,Isocarboxazid,0.016,16.0,3621.76488
2022-06,England,Antidepressants,Moclobemide,0.089,89.0,2040.90934
2022-06,England,Antidepressants,Phenelzine sulfate,0.04,40.0,35760.37163
2022-06,England,Antidepressants,Tranylcypromine sulfate,0.046,46.0,59269.83277
2022-06,England,Antidepressants,Citalopram hydrobromide,106.823,106823.0,102574.74427
2022-06,England,Antidepressants,Fluoxetine hydrochloride,48.265,48265.0,133902.85373
2022-06,England,Antidepressants,Fluvoxamine maleate,0.353,353.0,8637.79275
2022-06,England,Antidepressants,Paroxetine hydrochloride,11.446,11446.0,29097.5862
2022-06,England,Antidepressants,Sertraline hydrochloride,172.361,172361.0,265523.73441
2022-06,England,Antidepressants,Escitalopram,15.423,15423.0,26666.43952
2022-06,England,Antidepressants,Citalopram hydrochloride,0.377,377.0,3669.16833
2022-06,England,Antidepressants,Vortioxetine,2.359,2359.0,61600.18674
2022-06,England,Antidepressants,Flupentixol hydrochloride,0.788,788.0,2083.04731
2022-06,England,Antidepressants,Oxitriptan,0.002,2.0,73.85137
2022-06,England,Antidepressants,Tryptophan,0.011,11.0,1082.64586
2022-06,England,Antidepressants,Reboxetine,0.142,142.0,2035.64051
2022-06,England,Antidepressants,Venlafaxine,40.737,40737.0,226243.84992
2022-06,England,Antidepressants,Mirtazapine,103.428,103428.0,112898.11484
2022-06,England,Antidepressants,Duloxetine hydrochloride,22.739,22739.0,49911.76125
2022-06,England,Antidepressants,Agomelatine,0.337,337.0,8267.01223
2022-06,England,Anxiolytics,Promethazine teoclate,0.201,201.0,609.09691
2022-06,England,Anxiolytics,Clobazam,4.061,4061.0,128127.7234
2022-06,England,Anxiolytics,Pregabalin,67.48,67480.0,198390.91044
2022-06,England,Anxiolytics,Clonazepam,12.18,12180.0,176150.67245
2022-06,England,Anxiolytics,Phenobarbital,1.27,1270.0,35237.17591
2022-06,England,Anxiolytics,Phenobarbital sodium,0.003,3.0,359.46829
2022-06,England,Anxiolytics,Paraldehyde,0.047,47.0,2159.14066
2022-06,England,Anxiolytics,Midazolam maleate,0.18,180.0,28330.78412
2022-06,England,Anxiolytics,Midazolam hydrochloride,1.312,1312.0,124724.1357
2022-06,England,Antidepressants,Bupropion hydrochloride,1.272,1272.0,45095.75316
2022-06,England,Anxiolytics,Sodium oxybate,0.032,32.0,28218.51637
2022-06,England,Anxiolytics,Melatonin,26.664,26664.0,1080532.24818
2022-06,England,Anxiolytics,Chloral hydrate,0.123,123.0,46684.02377
2022-06,England,Anxiolytics,Clomethiazole edisilate,0.058,58.0,1779.86731
2022-06,England,Anxiolytics,Clomethiazole,0.081,81.0,2757.02026
2022-06,England,Anxiolytics,Loprazolam mesilate,0.158,158.0,4253.90374
2022-06,England,Anxiolytics,Lormetazepam,0.122,122.0,2615.68336
