date,city,chemical_substance,group ,items,actual_cost
2025-03,Bristol,Oxazepam,anxiolytic,26.0,71.2355
2025-03,Bristol,Paroxetine hydrochloride,antidepressant,1197.0,2932.2127
2025-03,Bristol,Phenelzine sulfate,antidepressant,2.0,235.4248
2025-03,Bristol,Phenobarbital,anxiolytic,103.0,625.7273
2025-03,Bristol,Pregabalin,anxiolytic,8017.0,21415.3842
2025-03,Bristol,Promethazine teoclate,anxiolytic,6.0,37.381
2025-03,Bristol,Reboxetine,antidepressant,29.0,478.9888
2025-03,Bristol,Sertraline hydrochloride,antidepressant,27862.0,57090.6548
2025-03,Bristol,Temazepam,anxiolytic,324.0,7141.9007
2025-03,Bristol,Tranylcypromine sulfate,antidepressant,2.0,6305.0248
2025-03,Bristol,Trazodone hydrochloride,antidepressant,684.0,1417.7899
2025-03,Bristol,Trimipramine maleate,antidepressant,12.0,2011.5888
2025-03,Bristol,Tryptophan,antidepressant,4.0,87.5043
2025-03,Bristol,Venlafaxine,antidepressant,5876.0,45554.1817
2025-03,Bristol,Vortioxetine,antidepressant,328.0,8323.9173
2025-03,Bristol,Zolpidem tartrate,anxiolytic,498.0,365.8331
2025-03,Bristol,Zopiclone,anxiolytic,4599.0,3020.6616
2025-03,Canterbury,Agomelatine,antidepressant,15.0,345.3761
2025-03,Canterbury,Amitriptyline hydrochloride,antidepressant,1562.0,1901.0674
2025-03,Canterbury,Bupropion hydrochloride,antidepressant,5.0,198.6145
2025-03,Canterbury,Buspirone hydrochloride,anxiolytic,28.0,287.5302
2025-03,Canterbury,Chloral hydrate,anxiolytic,1.0,977.0124
2025-03,Canterbury,Chlordiazepoxide hydrochloride,anxiolytic,7.0,7.2825
2025-03,Canterbury,Citalopram hydrobromide,antidepressant,1558.0,1293.1747
2025-03,Canterbury,Citalopram hydrochloride,antidepressant,10.0,101.2194
2025-03,Canterbury,Clobazam,anxiolytic,45.0,816.5625
2025-03,Canterbury,Clomethiazole,anxiolytic,2.0,66.7048
2025-03,Canterbury,Clomipramine hydrochloride,antidepressant,14.0,105.8531
2025-03,Canterbury,Clonazepam,anxiolytic,131.0,721.0498
2025-03,Canterbury,Daridorexant,anxiolytic,11.0,439.0199
2025-03,Canterbury,Diazepam,anxiolytic,513.0,640.5584
2025-03,Canterbury,Dosulepin hydrochloride,antidepressant,50.0,602.0544
2025-03,Canterbury,Doxepin,antidepressant,1.0,101.0524
2025-03,Canterbury,Duloxetine hydrochloride,antidepressant,762.0,3294.1562
2025-03,Canterbury,Escitalopram,antidepressant,705.0,1418.9278
2025-03,Canterbury,Fluoxetine hydrochloride,antidepressant,919.0,1899.9425
2025-03,Canterbury,Flupentixol decanoate,antidepressant,7.0,115.8502
2025-03,Canterbury,Flupentixol hydrochloride,antidepressant,12.0,34.416
2025-03,Canterbury,Imipramine hydrochloride,antidepressant,5.0,11.4375
2025-03,Canterbury,Lofepramine hydrochloride,antidepressant,4.0,158.2996
2025-03,Canterbury,Loprazolam mesilate,anxiolytic,3.0,66.6061
2025-03,Canterbury,Lorazepam,anxiolytic,80.0,455.3473
2025-03,Canterbury,Melatonin,anxiolytic,549.0,17977.9146
2025-03,Canterbury,Midazolam hydrochloride,anxiolytic,15.0,2094.686
2025-03,Canterbury,Midazolam maleate,anxiolytic,4.0,961.0096
2025-03,Canterbury,Mirtazapine,antidepressant,1325.0,1406.7389
2025-03,Canterbury,Nitrazepam,anxiolytic,17.0,40.8508
2025-03,Canterbury,Nortriptyline,antidepressant,165.0,794.8157
2025-03,Canterbury,Oxazepam,anxiolytic,20.0,83.1845
2025-03,Canterbury,Paroxetine hydrochloride,antidepressant,135.0,239.4887
2025-03,Canterbury,Phenelzine sulfate,antidepressant,3.0,494.5372
2025-03,Canterbury,Phenobarbital,anxiolytic,17.0,230.4776
2025-03,Canterbury,Pregabalin,anxiolytic,1573.0,5037.3985
2025-03,Canterbury,Reboxetine,antidepressant,1.0,17.9762
2025-03,Canterbury,Sertraline hydrochloride,antidepressant,2728.0,6400.1503
2025-03,Canterbury,Temazepam,anxiolytic,33.0,709.0323
2025-03,Canterbury,Trazodone hydrochloride,antidepressant,83.0,522.0315
2025-03,Canterbury,Trimipramine maleate,antidepressant,6.0,3287.1144
2025-03,Canterbury,Venlafaxine,antidepressant,587.0,4535.244
2025-03,Canterbury,Vortioxetine,antidepressant,47.0,1392.1321
2025-03,Canterbury,Zolpidem tartrate,anxiolytic,54.0,52.4758
2025-03,Canterbury,Zopiclone,anxiolytic,473.0,348.4152
2025-03,Exeter,Agomelatine,antidepressant,6.0,121.6692
2025-03,Exeter,Amitriptyline hydrochloride,antidepressant,4172.0,4138.4668
2025-03,Exeter,Bupropion hydrochloride,antidepressant,11.0,467.3635
2025-03,Exeter,Buspirone hydrochloride,anxiolytic,12.0,109.0607
2025-03,Exeter,Chloral hydrate,anxiolytic,2.0,2279.7948
2025-03,Exeter,Chlordiazepoxide hydrochloride,anxiolytic,2.0,2.0967
2025-03,Exeter,Citalopram hydrobromide,antidepressant,3389.0,2475.8519
2025-03,Exeter,Citalopram hydrochloride,antidepressant,11.0,120.1313
2025-03,Exeter,Clobazam,anxiolytic,90.0,1772.5745
2025-03,Exeter,Clomipramine hydrochloride,antidepressant,59.0,532.093
2025-03,Exeter,Clonazepam,anxiolytic,218.0,1029.5664
2025-03,Exeter,Daridorexant,anxiolytic,31.0,985.9474
2025-03,Exeter,Diazepam,anxiolytic,1571.0,1054.2769
2025-03,Exeter,Dosulepin hydrochloride,antidepressant,59.0,489.1314
2025-03,Exeter,Doxepin,antidepressant,3.0,331.5972
2025-03,Exeter,Duloxetine hydrochloride,antidepressant,998.0,2887.6526
2025-03,Exeter,Escitalopram,antidepressant,368.0,544.1744
2025-03,Exeter,Fluoxetine hydrochloride,antidepressant,1723.0,2637.2579
2025-03,Exeter,Flupentixol decanoate,antidepressant,8.0,229.9267
2025-03,Exeter,Flupentixol hydrochloride,antidepressant,17.0,52.5144
2025-03,Exeter,Fluvoxamine maleate,antidepressant,5.0,153.0592
2025-03,Exeter,Imipramine hydrochloride,antidepressant,51.0,108.0571
2025-03,Exeter,Lofepramine hydrochloride,antidepressant,49.0,1193.9551
2025-03,Exeter,Loprazolam mesilate,anxiolytic,1.0,12.3279
2025-03,Exeter,Lorazepam,anxiolytic,284.0,1355.7635
2025-03,Exeter,Lormetazepam,anxiolytic,3.0,7.4329
2025-03,Exeter,Melatonin,anxiolytic,1117.0,9373.0699
2025-03,Exeter,Midazolam hydrochloride,anxiolytic,15.0,1009.5437
2025-03,Exeter,Midazolam maleate,anxiolytic,1.0,91.5324
2025-03,Exeter,Mirtazapine,antidepressant,3216.0,2660.5834
2025-03,Exeter,Moclobemide,antidepressant,4.0,55.286
2025-03,Exeter,Nitrazepam,anxiolytic,80.0,113.0939
2025-03,Exeter,Nortriptyline,antidepressant,123.0,485.7832
2025-03,Exeter,Oxazepam,anxiolytic,6.0,48.3644
2025-03,Exeter,Paroxetine hydrochloride,antidepressant,183.0,328.6386
2025-03,Exeter,Phenelzine sulfate,antidepressant,1.0,120.0124
2025-03,Exeter,Phenobarbital,anxiolytic,44.0,597.3498
2025-03,Exeter,Pregabalin,anxiolytic,2034.0,4641.1227
2025-03,Exeter,Promethazine teoclate,anxiolytic,2.0,13.2768
2025-03,Exeter,Reboxetine,antidepressant,1.0,17.9762
2025-03,Exeter,Sertraline hydrochloride,antidepressant,6166.0,9131.2171
2025-03,Exeter,Temazepam,anxiolytic,52.0,1215.2698
2025-03,Exeter,Trazodone hydrochloride,antidepressant,312.0,1581.1843
2025-03,Exeter,Venlafaxine,antidepressant,1725.0,10776.1894
2025-03,Exeter,Vortioxetine,antidepressant,80.0,1935.5387
2025-03,Exeter,Zolpidem tartrate,anxiolytic,171.0,149.3855
2025-03,Exeter,Zopiclone,anxiolytic,1639.0,992.9292
2025-03,Leeds,Agomelatine,antidepressant,8.0,122.094
2025-03,Leeds,Amitriptyline hydrochloride,antidepressant,20303.0,20676.4271
2025-03,Leeds,Bupropion hydrochloride,antidepressant,42.0,1549.9006
2025-03,Leeds,Buspirone hydrochloride,anxiolytic,179.0,1089.5977
2025-03,Leeds,Chloral hydrate,anxiolytic,22.0,11261.6339
2025-03,Leeds,Chlordiazepoxide hydrochloride,anxiolytic,16.0,66.0577
2025-03,Leeds,Citalopram hydrobromide,antidepressant,12537.0,9378.4886
2025-03,Leeds,Citalopram hydrochloride,antidepressant,75.0,872.6683
2025-03,Leeds,Clobazam,anxiolytic,424.0,12342.5505
2025-03,Leeds,Clomethiazole,anxiolytic,4.0,249.5596
2025-03,Leeds,Clomipramine hydrochloride,antidepressant,229.0,2343.3839
2025-03,Leeds,Clonazepam,anxiolytic,700.0,4555.1124
2025-03,Leeds,Daridorexant,anxiolytic,43.0,2029.1069
2025-03,Leeds,Diazepam,anxiolytic,2577.0,2583.2973
2025-03,Leeds,Dosulepin hydrochloride,antidepressant,204.0,1911.4943
2025-03,Leeds,Doxepin,antidepressant,28.0,2613.2872
2025-03,Leeds,Duloxetine hydrochloride,antidepressant,3542.0,11414.6704
2025-03,Leeds,Escitalopram,antidepressant,1360.0,2400.1983
2025-03,Leeds,Fluoxetine hydrochloride,antidepressant,8919.0,13533.8267
2025-03,Leeds,Flupentixol decanoate,antidepressant,68.0,2148.6924
2025-03,Leeds,Flupentixol hydrochloride,antidepressant,279.0,835.4109
2025-03,Leeds,Fluvoxamine maleate,antidepressant,37.0,652.4874
2025-03,Leeds,Imipramine hydrochloride,antidepressant,117.0,501.8506
2025-03,Leeds,Isocarboxazid,antidepressant,1.0,863.1424
2025-03,Leeds,Lofepramine hydrochloride,antidepressant,117.0,2776.2998
2025-03,Leeds,Loprazolam mesilate,anxiolytic,8.0,199.2787
2025-03,Leeds,Lorazepam,anxiolytic,746.0,5137.8326
2025-03,Leeds,Lormetazepam,anxiolytic,12.0,112.5021
2025-03,Leeds,Melatonin,anxiolytic,1948.0,38762.0838
2025-03,Leeds,Mianserin hydrochloride,antidepressant,2.0,95.5248
2025-03,Leeds,Midazolam hydrochloride,anxiolytic,74.0,7474.1126
2025-03,Leeds,Midazolam maleate,anxiolytic,6.0,550.1944
2025-03,Leeds,Mirtazapine,antidepressant,15723.0,14434.6823
2025-03,Leeds,Moclobemide,antidepressant,20.0,238.9881
2025-03,Leeds,Nitrazepam,anxiolytic,319.0,2513.9121
2025-03,Leeds,Nortriptyline,antidepressant,1141.0,2911.6573
2025-03,Leeds,Oxazepam,anxiolytic,85.0,270.9268
2025-03,Leeds,Paraldehyde,anxiolytic,2.0,163.5706
2025-03,Leeds,Paroxetine hydrochloride,antidepressant,1318.0,2232.5284
2025-03,Leeds,Phenelzine sulfate,antidepressant,6.0,240.6744
2025-03,Leeds,Phenobarbital,anxiolytic,142.0,644.7695
2025-03,Leeds,Pregabalin,anxiolytic,10372.0,30132.1906
2025-03,Leeds,Promethazine teoclate,anxiolytic,36.0,163.7473
2025-03,Leeds,Reboxetine,antidepressant,37.0,501.2635
2025-03,Leeds,Sertraline hydrochloride,antidepressant,31420.0,55194.9073
2025-03,Leeds,Sodium oxybate,anxiolytic,2.0,1800.0248
2025-03,Leeds,Temazepam,anxiolytic,306.0,7178.2754
2025-03,Leeds,Tranylcypromine sulfate,antidepressant,4.0,7864.0796
2025-03,Leeds,Trazodone hydrochloride,antidepressant,2080.0,3968.1773
2025-03,Leeds,Trimipramine maleate,antidepressant,21.0,1775.5904
2025-03,Leeds,Tryptophan,antidepressant,1.0,87.0671
2025-03,Leeds,Venlafaxine,antidepressant,6120.0,49211.4173
2025-03,Leeds,Vortioxetine,antidepressant,235.0,3845.018
2025-03,Leeds,Zolpidem tartrate,anxiolytic,404.0,313.4753
2025-03,Leeds,Zopiclone,anxiolytic,3545.0,2277.4502
2025-03,London,Agomelatine,antidepressant,280.0,5642.2748
2025-03,London,Amitriptyline hydrochloride,antidepressant,78130.0,67095.2607
2025-03,London,Bupropion hydrochloride,antidepressant,807.0,31895.7128
2025-03,London,Buspirone hydrochloride,anxiolytic,656.0,9301.5131
2025-03,London,Chloral hydrate,anxiolytic,92.0,41083.5643
2025-03,London,Chlordiazepoxide hydrochloride,anxiolytic,89.0,202.7154
2025-03,London,Citalopram hydrobromide,antidepressant,57253.0,41362.7183
2025-03,London,Citalopram hydrochloride,antidepressant,186.0,2367.5419
2025-03,London,Clobazam,anxiolytic,2570.0,53540.3071
2025-03,London,Clomethiazole,anxiolytic,19.0,397.5056
2025-03,London,Clomipramine hydrochloride,antidepressant,1231.0,13087.2559
2025-03,London,Clonazepam,anxiolytic,6743.0,43647.275
2025-03,London,Daridorexant,anxiolytic,774.0,32314.6528
2025-03,London,Diazepam,anxiolytic,20404.0,26186.3292
2025-03,London,Dosulepin hydrochloride,antidepressant,1340.0,11152.4369
2025-03,London,Doxepin,antidepressant,105.0,11073.212
2025-03,London,Duloxetine hydrochloride,antidepressant,21180.0,56596.5671
2025-03,London,Escitalopram,antidepressant,13923.0,28972.0076
2025-03,London,Fluoxetine hydrochloride,antidepressant,30903.0,55545.597
2025-03,London,Flupentixol decanoate,antidepressant,373.0,11765.5073
2025-03,London,Flupentixol hydrochloride,antidepressant,1061.0,3587.545
2025-03,London,Fluvoxamine maleate,antidepressant,237.0,5071.9686
2025-03,London,Imipramine hydrochloride,antidepressant,477.0,1109.4168
2025-03,London,Isocarboxazid,antidepressant,14.0,3207.4136
2025-03,London,Lofepramine hydrochloride,antidepressant,555.0,12229.572
2025-03,London,Loprazolam mesilate,anxiolytic,31.0,697.0628
2025-03,London,Lorazepam,anxiolytic,4115.0,24722.8306
2025-03,London,Lormetazepam,anxiolytic,25.0,227.931
2025-03,London,Melatonin,anxiolytic,21490.0,248120.2366
2025-03,London,Mianserin hydrochloride,antidepressant,11.0,611.9423
2025-03,London,Midazolam hydrochloride,anxiolytic,748.0,75538.0952
2025-03,London,Midazolam maleate,anxiolytic,154.0,30466.5396
2025-03,London,Mirtazapine,antidepressant,78629.0,72386.1424
2025-03,London,Moclobemide,antidepressant,67.0,1232.8116
2025-03,London,Nitrazepam,anxiolytic,809.0,19020.5616
2025-03,London,Nortriptyline,antidepressant,5886.0,16630.5487
2025-03,London,Oxazepam,anxiolytic,120.0,437.6697
2025-03,London,Oxitriptan,antidepressant,1.0,15.9148
2025-03,London,Paraldehyde,anxiolytic,33.0,816.3905
2025-03,London,Paroxetine hydrochloride,antidepressant,6952.0,11943.7263
2025-03,London,Phenelzine sulfate,antidepressant,35.0,5476.934
2025-03,London,Phenobarbital,anxiolytic,498.0,14056.1252
2025-03,London,Pregabalin,anxiolytic,42569.0,128061.5556
2025-03,London,Promethazine teoclate,anxiolytic,164.0,695.2897
2025-03,London,Reboxetine,antidepressant,62.0,1082.2998
2025-03,London,Sertraline hydrochloride,antidepressant,131132.0,266237.2893
2025-03,London,Sodium oxybate,anxiolytic,3.0,3960.0372
2025-03,London,Temazepam,anxiolytic,1624.0,38525.5176
2025-03,London,Tranylcypromine sulfate,antidepressant,27.0,38073.9348
2025-03,London,Trazodone hydrochloride,antidepressant,3930.0,13034.432
2025-03,London,Trimipramine maleate,antidepressant,147.0,25142.4028
2025-03,London,Tryptophan,antidepressant,6.0,522.7122
2025-03,London,Venlafaxine,antidepressant,29312.0,196362.9045
2025-03,London,Vortioxetine,antidepressant,2558.0,69733.4516
2025-03,London,Zolpidem tartrate,anxiolytic,3734.0,3346.0727
2025-03,London,Zopiclone,anxiolytic,23930.0,15385.6369
2025-03,Manchester,Agomelatine,antidepressant,71.0,1082.9827
2025-03,Manchester,Amitriptyline hydrochloride,antidepressant,26543.0,23681.5026
2025-03,Manchester,Bupropion hydrochloride,antidepressant,73.0,2923.0423
2025-03,Manchester,Buspirone hydrochloride,anxiolytic,912.0,5404.6541
2025-03,Manchester,Chloral hydrate,anxiolytic,19.0,10142.2079
2025-03,Manchester,Chlordiazepoxide hydrochloride,anxiolytic,26.0,94.7825
2025-03,Manchester,Citalopram hydrobromide,antidepressant,18594.0,12125.6496
2025-03,Manchester,Citalopram hydrochloride,antidepressant,63.0,760.7487
2025-03,Manchester,Clobazam,anxiolytic,1037.0,12660.0115
2025-03,Manchester,Clomethiazole,anxiolytic,5.0,274.842
2025-03,Manchester,Clomipramine hydrochloride,antidepressant,405.0,3536.5444
2025-03,Manchester,Clonazepam,anxiolytic,1440.0,8850.9839
2025-03,Manchester,Daridorexant,anxiolytic,281.0,10170.2422
2025-03,Manchester,Diazepam,anxiolytic,5957.0,8955.4799
2025-03,Manchester,Dosulepin hydrochloride,antidepressant,471.0,4254.0202
2025-03,Manchester,Doxepin,antidepressant,7.0,1032.6868
2025-03,Manchester,Duloxetine hydrochloride,antidepressant,10567.0,28888.8361
2025-03,Manchester,Escitalopram,antidepressant,4066.0,5822.6961
2025-03,Manchester,Fluoxetine hydrochloride,antidepressant,12784.0,19820.7127
2025-03,Manchester,Flupentixol decanoate,antidepressant,65.0,1530.1687
2025-03,Manchester,Flupentixol hydrochloride,antidepressant,214.0,815.0847
2025-03,Manchester,Fluvoxamine maleate,antidepressant,34.0,623.2157
2025-03,Manchester,Imipramine hydrochloride,antidepressant,101.0,283.5627
2025-03,Manchester,Lofepramine hydrochloride,antidepressant,123.0,2878.2652
2025-03,Manchester,Loprazolam mesilate,anxiolytic,19.0,352.0927
2025-03,Manchester,Lorazepam,anxiolytic,928.0,6896.4597
2025-03,Manchester,Lormetazepam,anxiolytic,14.0,122.1006
2025-03,Manchester,Melatonin,anxiolytic,4508.0,60682.31
2025-03,Manchester,Mianserin hydrochloride,antidepressant,1.0,47.7624
2025-03,Manchester,Midazolam hydrochloride,anxiolytic,132.0,12265.4068
2025-03,Manchester,Midazolam maleate,anxiolytic,14.0,2837.3536
2025-03,Manchester,Mirtazapine,antidepressant,31488.0,25326.3619
2025-03,Manchester,Moclobemide,antidepressant,5.0,11.9426
2025-03,Manchester,Nitrazepam,anxiolytic,688.0,2780.0871
2025-03,Manchester,Nortriptyline,antidepressant,2978.0,8192.3899
2025-03,Manchester,Oxazepam,anxiolytic,30.0,123.8188
2025-03,Manchester,Paraldehyde,anxiolytic,1.0,21.3676
2025-03,Manchester,Paroxetine hydrochloride,antidepressant,2382.0,3798.6856
2025-03,Manchester,Phenelzine sulfate,antidepressant,4.0,370.0496
2025-03,Manchester,Phenobarbital,anxiolytic,219.0,2675.8856
2025-03,Manchester,Pregabalin,anxiolytic,22189.0,52697.9936
2025-03,Manchester,Promethazine teoclate,anxiolytic,76.0,335.0629
2025-03,Manchester,Reboxetine,antidepressant,24.0,349.9895
2025-03,Manchester,Sertraline hydrochloride,antidepressant,47125.0,74791.9775
2025-03,Manchester,Temazepam,anxiolytic,491.0,9788.8984
2025-03,Manchester,Tranylcypromine sulfate,antidepressant,4.0,9215.0496
2025-03,Manchester,Trazodone hydrochloride,antidepressant,3355.0,7625.4696
2025-03,Manchester,Trimipramine maleate,antidepressant,8.0,796.0892
2025-03,Manchester,Tryptophan,antidepressant,1.0,145.2004
2025-03,Manchester,Venlafaxine,antidepressant,13349.0,81744.5969
2025-03,Manchester,Vortioxetine,antidepressant,726.0,14026.2305
2025-03,Manchester,Zolpidem tartrate,anxiolytic,929.0,695.8608
2025-03,Manchester,Zopiclone,anxiolytic,6486.0,3759.8414
2025-03,Middlesbrough,Agomelatine,antidepressant,5.0,24.781
2025-03,Middlesbrough,Amitriptyline hydrochloride,antidepressant,6502.0,5393.3647
2025-03,Middlesbrough,Bupropion hydrochloride,antidepressant,2.0,76.8249
2025-03,Middlesbrough,Buspirone hydrochloride,anxiolytic,118.0,674.7141
2025-03,Middlesbrough,Chloral hydrate,anxiolytic,4.0,2605.3796
2025-03,Middlesbrough,Chlordiazepoxide hydrochloride,anxiolytic,6.0,10.226
2025-03,Middlesbrough,Citalopram hydrobromide,antidepressant,3654.0,2288.7453
2025-03,Middlesbrough,Citalopram hydrochloride,antidepressant,22.0,260.2617
2025-03,Middlesbrough,Clobazam,anxiolytic,123.0,4472.7152
2025-03,Middlesbrough,Clomipramine hydrochloride,antidepressant,62.0,449.0578
2025-03,Middlesbrough,Clonazepam,anxiolytic,245.0,2773.0551
2025-03,Middlesbrough,Daridorexant,anxiolytic,21.0,723.0232
2025-03,Middlesbrough,Diazepam,anxiolytic,1185.0,2296.0683
2025-03,Middlesbrough,Dosulepin hydrochloride,antidepressant,122.0,1146.8881
2025-03,Middlesbrough,Doxepin,antidepressant,5.0,492.082
2025-03,Middlesbrough,Duloxetine hydrochloride,antidepressant,2900.0,7648.7643
2025-03,Middlesbrough,Escitalopram,antidepressant,864.0,1159.3377
2025-03,Middlesbrough,Fluoxetine hydrochloride,antidepressant,3529.0,5008.6783
2025-03,Middlesbrough,Flupentixol decanoate,antidepressant,1.0,7.3226
2025-03,Middlesbrough,Flupentixol hydrochloride,antidepressant,56.0,166.6569
2025-03,Middlesbrough,Fluvoxamine maleate,antidepressant,5.0,137.5563
2025-03,Middlesbrough,Imipramine hydrochloride,antidepressant,19.0,54.2173
2025-03,Middlesbrough,Isocarboxazid,antidepressant,2.0,1007.1148
2025-03,Middlesbrough,Lofepramine hydrochloride,antidepressant,85.0,1908.044
2025-03,Middlesbrough,Lorazepam,anxiolytic,221.0,1971.8746
2025-03,Middlesbrough,Lormetazepam,anxiolytic,3.0,27.728
2025-03,Middlesbrough,Melatonin,anxiolytic,771.0,12297.2102
2025-03,Middlesbrough,Mianserin hydrochloride,antidepressant,1.0,47.7624
2025-03,Middlesbrough,Midazolam hydrochloride,anxiolytic,24.0,2108.3476
2025-03,Middlesbrough,Midazolam maleate,anxiolytic,9.0,1830.5116
2025-03,Middlesbrough,Mirtazapine,antidepressant,7041.0,5511.3612
2025-03,Middlesbrough,Nitrazepam,anxiolytic,105.0,144.812
2025-03,Middlesbrough,Nortriptyline,antidepressant,307.0,690.5472
2025-03,Middlesbrough,Oxazepam,anxiolytic,19.0,60.1891
2025-03,Middlesbrough,Paraldehyde,anxiolytic,1.0,30.4872
2025-03,Middlesbrough,Paroxetine hydrochloride,antidepressant,531.0,729.4949
2025-03,Middlesbrough,Phenelzine sulfate,antidepressant,1.0,100.9124
2025-03,Middlesbrough,Phenobarbital,anxiolytic,38.0,329.2712
2025-03,Middlesbrough,Pregabalin,anxiolytic,4920.0,10354.408
2025-03,Middlesbrough,Promethazine teoclate,anxiolytic,15.0,77.0591
2025-03,Middlesbrough,Reboxetine,antidepressant,42.0,386.9854
2025-03,Middlesbrough,Sertraline hydrochloride,antidepressant,11054.0,18194.047
2025-03,Middlesbrough,Temazepam,anxiolytic,205.0,4026.562
2025-03,Middlesbrough,Tranylcypromine sulfate,antidepressant,1.0,1455.0124
2025-03,Middlesbrough,Trazodone hydrochloride,antidepressant,1141.0,1270.2588
2025-03,Middlesbrough,Trimipramine maleate,antidepressant,10.0,844.204
2025-03,Middlesbrough,Venlafaxine,antidepressant,2708.0,15027.4041
2025-03,Middlesbrough,Vortioxetine,antidepressant,204.0,4302.7101
2025-03,Middlesbrough,Zolpidem tartrate,anxiolytic,91.0,79.3293
2025-03,Middlesbrough,Zopiclone,anxiolytic,1160.0,715.7909
2025-03,Newcastle upon Tyne,Agomelatine,antidepressant,66.0,547.9235
2025-03,Newcastle upon Tyne,Amitriptyline hydrochloride,antidepressant,11626.0,9130.1133
2025-03,Newcastle upon Tyne,Bupropion hydrochloride,antidepressant,22.0,507.6903
2025-03,Newcastle upon Tyne,Buspirone hydrochloride,anxiolytic,130.0,536.4456
2025-03,Newcastle upon Tyne,Chloral hydrate,anxiolytic,2.0,732.7748
2025-03,Newcastle upon Tyne,Chlordiazepoxide hydrochloride,anxiolytic,1.0,3.2483
2025-03,Newcastle upon Tyne,Citalopram hydrobromide,antidepressant,10156.0,6259.5448
2025-03,Newcastle upon Tyne,Citalopram hydrochloride,antidepressant,46.0,589.6974
2025-03,Newcastle upon Tyne,Clobazam,anxiolytic,365.0,8162.0733
2025-03,Newcastle upon Tyne,Clomipramine hydrochloride,antidepressant,261.0,1723.2193
2025-03,Newcastle upon Tyne,Clonazepam,anxiolytic,738.0,4563.1999
2025-03,Newcastle upon Tyne,Daridorexant,anxiolytic,8.0,359.1857
2025-03,Newcastle upon Tyne,Diazepam,anxiolytic,2566.0,2784.6336
2025-03,Newcastle upon Tyne,Dosulepin hydrochloride,antidepressant,190.0,1681.6846
2025-03,Newcastle upon Tyne,Doxepin,antidepressant,1.0,120.0124
2025-03,Newcastle upon Tyne,Duloxetine hydrochloride,antidepressant,7850.0,14997.4254
2025-03,Newcastle upon Tyne,Escitalopram,antidepressant,1129.0,1421.211
2025-03,Newcastle upon Tyne,Fluoxetine hydrochloride,antidepressant,7840.0,9584.1336
2025-03,Newcastle upon Tyne,Flupentixol decanoate,antidepressant,12.0,65.0315
2025-03,Newcastle upon Tyne,Flupentixol hydrochloride,antidepressant,103.0,232.1529
2025-03,Newcastle upon Tyne,Fluvoxamine maleate,antidepressant,3.0,104.1013
2025-03,Newcastle upon Tyne,Imipramine hydrochloride,antidepressant,59.0,114.5309
2025-03,Newcastle upon Tyne,Lofepramine hydrochloride,antidepressant,187.0,3720.315
2025-03,Newcastle upon Tyne,Loprazolam mesilate,anxiolytic,3.0,145.3073
2025-03,Newcastle upon Tyne,Lorazepam,anxiolytic,426.0,2442.4934
2025-03,Newcastle upon Tyne,Melatonin,anxiolytic,2640.0,24833.4712
2025-03,Newcastle upon Tyne,Mianserin hydrochloride,antidepressant,2.0,74.35
2025-03,Newcastle upon Tyne,Midazolam hydrochloride,anxiolytic,56.0,5129.9867
2025-03,Newcastle upon Tyne,Midazolam maleate,anxiolytic,32.0,4574.0668
2025-03,Newcastle upon Tyne,Mirtazapine,antidepressant,15248.0,11609.1185
2025-03,Newcastle upon Tyne,Moclobemide,antidepressant,7.0,79.6663
2025-03,Newcastle upon Tyne,Nitrazepam,anxiolytic,112.0,137.958
2025-03,Newcastle upon Tyne,Nortriptyline,antidepressant,758.0,1945.8071
2025-03,Newcastle upon Tyne,Oxazepam,anxiolytic,7.0,32.8854
2025-03,Newcastle upon Tyne,Paraldehyde,anxiolytic,4.0,135.6285
2025-03,Newcastle upon Tyne,Paroxetine hydrochloride,antidepressant,830.0,1130.397
2025-03,Newcastle upon Tyne,Phenelzine sulfate,antidepressant,2.0,201.8248
2025-03,Newcastle upon Tyne,Phenobarbital,anxiolytic,121.0,1598.7108
2025-03,Newcastle upon Tyne,Pregabalin,anxiolytic,8537.0,15575.1243
2025-03,Newcastle upon Tyne,Promethazine teoclate,anxiolytic,15.0,71.5958
2025-03,Newcastle upon Tyne,Reboxetine,antidepressant,47.0,427.8058
2025-03,Newcastle upon Tyne,Sertraline hydrochloride,antidepressant,20024.0,30471.7958
2025-03,Newcastle upon Tyne,Temazepam,anxiolytic,384.0,5604.9981
2025-03,Newcastle upon Tyne,Tranylcypromine sulfate,antidepressant,1.0,1940.0124
2025-03,Newcastle upon Tyne,Trazodone hydrochloride,antidepressant,3062.0,3219.5765
2025-03,Newcastle upon Tyne,Trimipramine maleate,antidepressant,8.0,987.2992
2025-03,Newcastle upon Tyne,Tryptophan,antidepressant,16.0,872.1266
2025-03,Newcastle upon Tyne,Venlafaxine,antidepressant,5504.0,28738.5063
2025-03,Newcastle upon Tyne,Vortioxetine,antidepressant,517.0,7955.0675
2025-03,Newcastle upon Tyne,Zolpidem tartrate,anxiolytic,100.0,73.0172
2025-03,Newcastle upon Tyne,Zopiclone,anxiolytic,1986.0,1060.1903
2025-03,Nottingham,Agomelatine,antidepressant,49.0,833.7201
2025-03,Nottingham,Amitriptyline hydrochloride,antidepressant,19156.0,19951.8313
2025-03,Nottingham,Bupropion hydrochloride,antidepressant,42.0,1683.6358
2025-03,Nottingham,Buspirone hydrochloride,anxiolytic,62.0,428.6263
